Use Custom Layer,Num Custom Layers,Num Filters,Regularization Factor,Epochs,Batch Size,Learning Rate,Accuracy,Loss,Training Time,Peak Memory Usage (MB),Model Complexity
False,10,64,0.01,10,128,0.01,0.11349999904632568,2.301206350326538,57.343801736831665,6.234375,744138
True,10,64,0.01,20,64,0.001,0.11349999904632568,2.3010833263397217,177.27501583099365,-143.875,702538
False,10,64,0.01,20,64,0.001,0.9728999733924866,0.22733451426029205,131.33850598335266,-118.40625,744138
True,10,64,0.01,20,64,0.01,0.11349999904632568,2.3021018505096436,177.54291892051697,-52.515625,702538
False,10,64,0.01,20,64,0.01,0.8238000273704529,0.6077890396118164,125.39720606803894,21.375,744138
True,10,64,0.01,20,128,0.001,0.8485999703407288,0.38673487305641174,139.06634378433228,-258.6875,702538
False,10,64,0.01,20,128,0.001,0.9757000207901001,0.23016037046909332,112.21884989738464,-39.453125,744138
True,10,64,0.01,20,128,0.01,0.11349999904632568,2.3014626502990723,130.6769299507141,-250.8125,702538
False,10,64,0.01,20,128,0.01,0.11349999904632568,2.301647901535034,109.31930994987488,-113.46875,744138
True,10,64,0.1,10,64,0.001,0.9476000070571899,0.2123340368270874,87.04267501831055,-169.265625,702538
False,10,64,0.1,10,64,0.001,0.6710000038146973,1.1227625608444214,62.33075976371765,359.53125,744138
True,10,64,0.1,10,64,0.01,0.11349999904632568,2.3017735481262207,81.41264724731445,-565.75,702538
False,10,64,0.1,10,64,0.01,0.11349999904632568,2.3018887042999268,63.910906076431274,-261.5625,744138
True,10,64,0.1,10,128,0.001,0.11349999904632568,2.301114559173584,67.36082887649536,6.28125,702538
False,10,64,0.1,10,128,0.001,0.9045000076293945,0.8979704976081848,53.428548097610474,-107.34375,744138
True,10,64,0.1,10,128,0.01,0.11349999904632568,2.3014466762542725,66.22391986846924,-55.703125,702538
False,10,64,0.1,10,128,0.01,0.11349999904632568,2.3013103008270264,48.41285300254822,547.84375,744138
True,10,64,0.1,20,64,0.001,0.11349999904632568,2.300978422164917,158.6184697151184,-858.3125,702538
False,10,64,0.1,20,64,0.001,0.7120000123977661,0.9884758591651917,111.97710013389587,-87.125,744138
True,10,64,0.1,20,64,0.01,0.10100000351667404,2.303297281265259,154.55532479286194,-172.40625,702538
False,10,64,0.1,20,64,0.01,0.11349999904632568,2.301436424255371,115.78059697151184,-108.671875,744138
True,10,64,0.1,20,128,0.001,0.1136000007390976,2.3008153438568115,136.35062193870544,-84.75,702538
False,10,64,0.1,20,128,0.001,0.906499981880188,0.762520432472229,101.0815749168396,-214.34375,744138
True,10,64,0.1,20,128,0.01,0.11349999904632568,2.3011486530303955,132.73484063148499,-166.375,702538
False,10,64,0.1,20,128,0.01,0.11349999904632568,2.3021039962768555,100.7572431564331,-113.15625,744138
